Image URL,Web page URL,Subset,Labels,Local Path
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NY/NRM/NY_NRM_1977_5834-001.jpg,https://artuk.org/discover/artworks/460-locomotive-no-1306-mayflower-next-to-unit-m77165-in-the-paint-shop-at-horwich-works-1975-9765,'train',' train',/scratch/$USER/images/img_25.jpg
,,,,/scratch/$USER/images/img_26.jpg
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/CW/MTE/CW_MTE_45-001.jpg,https://artuk.org/discover/artworks/6th-earl-and-countess-of-mount-edgcumbe-in-coronation-robes-14840,'validation',' chair',/scratch/$USER/images/img_27.jpg
,,,,/scratch/$USER/images/img_28.jpg
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/NY/YAM/NY_YAM_260367-001.jpg,https://artuk.org/discover/artworks/87-squadron-gladiators-tied-together-k7967-k8027-k7972-10402,'test',' aeroplane',/scratch/$USER/images/img_29.jpg
,,,,/scratch/$USER/images/img_30.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NY/YAG/NY_YAG_YORAG_326-001.jpg,https://artuk.org/discover/artworks/a-seventeenth-century-dutch-interior-with-a-seated-lady-8374,'test',' chair diningtable dog',/scratch/$USER/images/img_31.jpg
,,,,/scratch/$USER/images/img_32.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LNE/RAFM/LNE_RAFM_FA03538-001.jpg,https://artuk.org/discover/artworks/a-20-havoc-light-bomber-136117,'test',' aeroplane',/scratch/$USER/images/img_33.jpg
,,,,/scratch/$USER/images/img_34.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/DUR/DBM/DUR_DBM_770-001.jpg,https://artuk.org/discover/artworks/a-basket-of-flowers-with-a-dog-chasing-a-bird-44680,'train',' bird dog',/scratch/$USER/images/img_35.jpg
,,,,/scratch/$USER/images/img_36.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/DUR/DBM/DUR_DBM_769-001.jpg,https://artuk.org/discover/artworks/a-basket-of-flowers-with-birds-44726,'train',' bird',/scratch/$USER/images/img_37.jpg
,,,,/scratch/$USER/images/img_38.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NY/YAG/NY_YAG_YORAG_66-001.jpg,https://artuk.org/discover/artworks/a-bather-7936,'test',' chair',/scratch/$USER/images/img_39.jpg
,,,,/scratch/$USER/images/img_40.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LW/NARM/LW_NARM_131900-001.jpg,https://artuk.org/discover/artworks/a-battery-of-the-royal-horse-artillery-galloping-to-a-fresh-position-182844,'train',' horse',/scratch/$USER/images/img_41.jpg
,,,,/scratch/$USER/images/img_42.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/SYO/CG/SYO_CG_CP_TR_156-001.jpg,https://artuk.org/discover/artworks/a-bavarian-lake-with-fishing-boats-68811,'test',' boat',/scratch/$USER/images/img_43.jpg
,,,,/scratch/$USER/images/img_44.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ESX/AM/ESX_AM_262-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-4097,'test',' horse',/scratch/$USER/images/img_45.jpg
,,,,/scratch/$USER/images/img_46.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/KT/MMB/KT_MMB_06_029-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-76966,'test',' horse',/scratch/$USER/images/img_47.jpg
,,,,/scratch/$USER/images/img_48.jpg
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/NG/NG/NG_NG_NG983-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-a-cow-a-goat-and-three-sheep-near-a-building-113901,'test',' cow horse',/scratch/$USER/images/img_49.jpg
,,,,/scratch/$USER/images/img_50.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTI/TRR/NTI_TRR_337062-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-and-a-pony-in-a-landscape-101086,'train',' horse',/scratch/$USER/images/img_51.jpg
,,,,/scratch/$USER/images/img_52.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIII/CAL/NTIII_CAL_290260-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-called-fleacatcher-169526,'test',' horse',/scratch/$USER/images/img_53.jpg
,,,,/scratch/$USER/images/img_54.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTI/PNC/NTI_PNC_1420370-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-chance-and-a-jockey-102326,'train',' horse',/scratch/$USER/images/img_55.jpg
,,,,/scratch/$USER/images/img_56.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ESX/AM/ESX_AM_258-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-landscape-3778,'test',' horse',/scratch/$USER/images/img_57.jpg
,,,,/scratch/$USER/images/img_58.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ESX/AM/ESX_AM_590-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-landscape-4061,'test',' horse',/scratch/$USER/images/img_59.jpg
,,,,/scratch/$USER/images/img_60.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIV/UPP/NTIV_UPP_138312-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-landscape-with-his-groom-and-two-hounds-220307,'test',' horse',/scratch/$USER/images/img_61.jpg
,,,,/scratch/$USER/images/img_62.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIII/CAL/NTIII_CAL_290484-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-stable-169372,'train',' horse',/scratch/$USER/images/img_63.jpg
,,,,/scratch/$USER/images/img_64.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIV/KHA/NTIV_KHA_445331-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-stable-220614,'test',' horse',/scratch/$USER/images/img_65.jpg
,,,,/scratch/$USER/images/img_66.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ESX/AM/ESX_AM_184-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-stable-3599,'test',' horse',/scratch/$USER/images/img_67.jpg
,,,,/scratch/$USER/images/img_68.jpg
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/SFK/NHM/SFK_NHM_1986_004-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-wooded-landscape-11244,'train',' horse',/scratch/$USER/images/img_69.jpg
,,,,/scratch/$USER/images/img_70.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ESX/AM/ESX_AM_455-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-near-a-building-3946,'train',' horse',/scratch/$USER/images/img_71.jpg
,,,,/scratch/$USER/images/img_72.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIII/FEL/NTIII_FEL_1401221-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-pony-bloodhound-and-dachshund-outside-felbrigg-hall-171257,'train',' horse',/scratch/$USER/images/img_73.jpg
,,,,/scratch/$USER/images/img_74.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/BKH/NTII_SKH_1196043-001.jpg,https://artuk.org/discover/artworks/a-bay-hunter-and-a-pug-dog-in-a-landscape-132043,'test',' dog',/scratch/$USER/images/img_75.jpg
,,,,/scratch/$USER/images/img_76.jpg
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/NG/NG/NG_NG_NG818-001.jpg,https://artuk.org/discover/artworks/a-beach-scene-with-fishermen-113903,'test',' boat',/scratch/$USER/images/img_77.jpg
,,,,/scratch/$USER/images/img_78.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/STF/WAG/STF_WAG_OP536-001.jpg,https://artuk.org/discover/artworks/a-belgian-school-19183,'test',' chair diningtable',/scratch/$USER/images/img_79.jpg
,,,,/scratch/$USER/images/img_80.jpg
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/VA/PC/VA_PC_2007BP2389-001.jpg,https://artuk.org/discover/artworks/a-bird-32686,'train',' bird',/scratch/$USER/images/img_81.jpg
,,,,/scratch/$USER/images/img_82.jpg
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/LAN/TURT/LAN_TURT_PCF21-001.jpg,https://artuk.org/discover/artworks/a-bird-in-a-tree-152732,'validation',' bird',/scratch/$USER/images/img_83.jpg
,,,,/scratch/$USER/images/img_84.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/CDN/LBCN/CDN_LBCN_426-001.jpg,https://artuk.org/discover/artworks/a-bird-in-half-123669,'test',' bird',/scratch/$USER/images/img_85.jpg
,,,,/scratch/$USER/images/img_86.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTI/LDK/NTI_LDK_884912-001.jpg,https://artuk.org/discover/artworks/a-black-dog-100725,'test',' dog',/scratch/$USER/images/img_87.jpg
,,,,/scratch/$USER/images/img_88.jpg
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/SYO/BHA/SYO_BHA_90009742-001.jpg,https://artuk.org/discover/artworks/a-black-dog-68634,'train',' dog',/scratch/$USER/images/img_89.jpg
,,,,/scratch/$USER/images/img_90.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ESX/AM/ESX_AM_443-001.jpg,https://artuk.org/discover/artworks/a-black-horse-at-newmarket-3596,'test',' horse',/scratch/$USER/images/img_91.jpg
,,,,/scratch/$USER/images/img_92.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/ATT/NTII_ATT_609052-001.jpg,https://artuk.org/discover/artworks/a-black-horse-called-bishop-with-his-groom-in-a-landscape-131049,'test',' horse',/scratch/$USER/images/img_93.jpg
,,,,/scratch/$USER/images/img_94.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIII/ERH/NTIII_ERH_201463-001.jpg,https://artuk.org/discover/artworks/a-black-horse-in-a-courtyard-167313,'test',' horse',/scratch/$USER/images/img_95.jpg
,,,,/scratch/$USER/images/img_96.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/TATE/TATE/TATE_TATE_T00888_10-001.jpg,https://artuk.org/discover/artworks/a-black-horse-with-two-dogs-201729,'test',' dog horse',/scratch/$USER/images/img_97.jpg
,,,,/scratch/$USER/images/img_98.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/LYP/NTII_LYP_500458-001.jpg,https://artuk.org/discover/artworks/a-black-scottie-dog-called-mr-black-132621,'validation',' dog',/scratch/$USER/images/img_99.jpg
,,,,/scratch/$USER/images/img_100.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NY/YAG/NY_YAG_YORAG_37_b-001.jpg,https://artuk.org/discover/artworks/a-blenheim-spaniel-8707,'train',' dog',/scratch/$USER/images/img_101.jpg
,,,,/scratch/$USER/images/img_102.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/KT/MMB/KT_MMB_06_014-001.jpg,https://artuk.org/discover/artworks/a-boat-at-sea-the-rescue-76602,'test',' boat',/scratch/$USER/images/img_103.jpg
,,,,/scratch/$USER/images/img_104.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NMM/NMMG/NMM_NMMG_BHC1081-001.jpg,https://artuk.org/discover/artworks/a-boat-attack-on-a-lugger-172712,'train',' boat',/scratch/$USER/images/img_105.jpg
,,,,/scratch/$USER/images/img_106.jpg
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/NWM/BSI/NWM_BSI_PCF2-001.jpg,https://artuk.org/discover/artworks/a-boat-in-barmouth-harbour-and-estuary-178320,'test',' boat',/scratch/$USER/images/img_107.jpg
,,,,/scratch/$USER/images/img_108.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ES/BRHM/ES_BRHM_BRM_FA000107-001.jpg,https://artuk.org/discover/artworks/a-boat-moored-before-a-walled-farm-75566,'train',' boat',/scratch/$USER/images/img_109.jpg
,,,,/scratch/$USER/images/img_110.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTS/HAD/NTS_HAD_79_71-001.jpg,https://artuk.org/discover/artworks/a-boat-off-shore-196864,'train',' boat',/scratch/$USER/images/img_111.jpg
,,,,/scratch/$USER/images/img_112.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/PKA/PKC/PKA_PKC_1_63D-001.jpg,https://artuk.org/discover/artworks/a-boat-on-the-tay-at-kinfauns-128991,'train',' boat',/scratch/$USER/images/img_113.jpg
,,,,/scratch/$USER/images/img_114.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/CSF/STG/CSF_STG_18002_032-001.jpg,https://artuk.org/discover/artworks/a-boat-on-the-water-127581,'train',' boat',/scratch/$USER/images/img_115.jpg
,,,,/scratch/$USER/images/img_116.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/WMR/RAA/WMR_RAA_PL000534-001.jpg,https://artuk.org/discover/artworks/a-boat-passing-a-lock-148679,'validation',' boat',/scratch/$USER/images/img_117.jpg
,,,,/scratch/$USER/images/img_118.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NY/YAG/NY_YAG_YORAG_19-001.jpg,https://artuk.org/discover/artworks/a-bouquet-of-roses-8059,'train',' diningtable',/scratch/$USER/images/img_119.jpg
,,,,/scratch/$USER/images/img_120.jpg
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/NG/NG/NG_NG_NG6358-001.jpg,https://artuk.org/discover/artworks/a-bowl-of-flowers-113914,'train',' diningtable',/scratch/$USER/images/img_121.jpg
,,,,/scratch/$USER/images/img_122.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTS/BROE/NTS_BROE_73_23-001.jpg,https://artuk.org/discover/artworks/a-bowl-of-fruit-and-silver-on-a-table-196071,'test',' diningtable',/scratch/$USER/images/img_123.jpg
,,,,/scratch/$USER/images/img_124.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/AAG/ABD_AAG_ag012121-001.jpg,https://artuk.org/discover/artworks/a-boy-107493,'train',' chair',/scratch/$USER/images/img_125.jpg
,,,,/scratch/$USER/images/img_126.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/WAR/COMP/WAR_COMP_92-001.jpg,https://artuk.org/discover/artworks/a-boy-aged-two-54720,'test',' bird diningtable',/scratch/$USER/images/img_127.jpg
,,,,/scratch/$USER/images/img_128.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NGS/NGS/NGS_NGS_NG_1193_F-001.jpg,https://artuk.org/discover/artworks/a-boy-and-a-girl-with-a-collie-dog-standing-by-a-stream-study-for-the-covenanters-baptism-214375,'test',' dog',/scratch/$USER/images/img_129.jpg
,,,,/scratch/$USER/images/img_130.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/TTT/NTII_TTT_1298858-001.jpg,https://artuk.org/discover/artworks/a-boy-and-a-horse-131453,'test',' horse',/scratch/$USER/images/img_131.jpg
,,,,/scratch/$USER/images/img_132.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/QBM/NTII_QBM_1452204-001.jpg,https://artuk.org/discover/artworks/a-boy-herding-cows-outside-a-church-130590,'train',' cow',/scratch/$USER/images/img_133.jpg
,,,,/scratch/$USER/images/img_134.jpg
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/NG/NG/NG_NG_NG2548-001.jpg,https://artuk.org/discover/artworks/a-boy-holding-a-grey-horse-113916,'test',' horse',/scratch/$USER/images/img_135.jpg
,,,,/scratch/$USER/images/img_136.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIII/BLI/NTIII_BLI_355576-001.jpg,https://artuk.org/discover/artworks/a-boy-leading-a-horse-171150,'train',' horse',/scratch/$USER/images/img_137.jpg
,,,,/scratch/$USER/images/img_138.jpg
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/NG/NG/NG_NG_NG3591-001.jpg,https://artuk.org/discover/artworks/a-boy-seated-drawing-113917,'train',' chair',/scratch/$USER/images/img_139.jpg
,,,,/scratch/$USER/images/img_140.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/DUR/DBM/DUR_DBM_533-001.jpg,https://artuk.org/discover/artworks/a-boy-sitting-on-a-dogs-back-44361,'train',' dog',/scratch/$USER/images/img_141.jpg
,,,,/scratch/$USER/images/img_142.jpg
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/NG/NG/NG_NG_NG933-001.jpg,https://artuk.org/discover/artworks/a-boy-with-a-bird-113918,'test',' bird',/scratch/$USER/images/img_143.jpg
,,,,/scratch/$USER/images/img_144.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIII/ICK/NTIII_ICK_851702-001.jpg,https://artuk.org/discover/artworks/a-boy-with-a-dog-171856,'train',' dog',/scratch/$USER/images/img_145.jpg
,,,,/scratch/$USER/images/img_146.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LSW/RBGM/LSW_RBGM_MN_CD1_059-001.jpg,https://artuk.org/discover/artworks/a-brazilian-climbing-shrub-and-humming-birds-87613,'train',' bird',/scratch/$USER/images/img_147.jpg
,,,,/scratch/$USER/images/img_148.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NOT/NCMG/NOT_NCMG_1930_20-001.jpg,https://artuk.org/discover/artworks/a-break-in-the-storm-glen-lyon-perthshire-46949,'train',' sheep',/scratch/$USER/images/img_149.jpg
,,,,/scratch/$USER/images/img_150.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NY/SMG/NY_SMG_233-001.jpg,https://artuk.org/discover/artworks/a-breezy-day-scarborough-9210,'validation',' boat',/scratch/$USER/images/img_151.jpg
,,,,/scratch/$USER/images/img_152.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIII/CAL/NTIII_CAL_TEMP4-001.jpg,https://artuk.org/discover/artworks/a-brindled-shorthorn-cow-bred-at-calke-169577,'train',' cow',/scratch/$USER/images/img_153.jpg
,,,,/scratch/$USER/images/img_154.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTI/STM/NTI_STM_872098-001.jpg,https://artuk.org/discover/artworks/a-british-warship-firing-salvoes-in-a-calm-with-other-boats-101544,'test',' boat',/scratch/$USER/images/img_155.jpg
,,,,/scratch/$USER/images/img_156.jpg
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/NG/NG/NG_NG_NG1683-001.jpg,https://artuk.org/discover/artworks/a-brown-and-white-skewbald-horse-with-a-saddle-beside-it-113920,'test',' horse',/scratch/$USER/images/img_157.jpg
,,,,/scratch/$USER/images/img_158.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ES/BRHM/ES_BRHM_BPV_001084-001.jpg,https://artuk.org/discover/artworks/a-brown-cow-75028,'train',' cow',/scratch/$USER/images/img_159.jpg
,,,,/scratch/$USER/images/img_160.jpg
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/SYO/BHA/SYO_BHA_90009745-001.jpg,https://artuk.org/discover/artworks/a-brown-dog-with-a-collar-68637,'train',' dog',/scratch/$USER/images/img_161.jpg
,,,,/scratch/$USER/images/img_162.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTI/PNC/NTI_PNC_1420372-001.jpg,https://artuk.org/discover/artworks/a-brown-horse-a-spaniel-and-a-groom-102328,'train',' horse',/scratch/$USER/images/img_163.jpg
,,,,/scratch/$USER/images/img_164.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/SGB/NTII_SGB_1271092-001.jpg,https://artuk.org/discover/artworks/a-brown-horse-in-a-landscape-132364,'train',' horse',/scratch/$USER/images/img_165.jpg
,,,,/scratch/$USER/images/img_166.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIV/HARTM/NTIV_HARTM_TEMP13-001.jpg,https://artuk.org/discover/artworks/a-brown-horse-in-a-stable-with-a-cat-and-mouse-220513,'train',' horse',/scratch/$USER/images/img_167.jpg
,,,,/scratch/$USER/images/img_168.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/CW/DCL/CW_DCL_1615-001.jpg,https://artuk.org/discover/artworks/a-bugler-in-the-duke-of-cornwalls-light-infantry-13751,'validation',' diningtable',/scratch/$USER/images/img_169.jpg
,,,,/scratch/$USER/images/img_170.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIV/PET/NTIV_PET_485151-001.jpg,https://artuk.org/discover/artworks/a-bull-and-cows-in-a-landscape-219624,'validation',' cow',/scratch/$USER/images/img_171.jpg
,,,,/scratch/$USER/images/img_172.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NY/YAG/NY_YAG_YORAG_330-001.jpg,https://artuk.org/discover/artworks/a-burning-town-by-moonlight-with-travellers-8660,'train',' horse',/scratch/$USER/images/img_173.jpg
,,,,/scratch/$USER/images/img_174.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/DMS/NTII_DMS_814210-001.jpg,https://artuk.org/discover/artworks/a-calm-estuary-with-fishing-boats-and-a-man-o-war-firing-a-salute-132441,'train',' boat',/scratch/$USER/images/img_175.jpg
,,,,/scratch/$USER/images/img_176.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LLR/LAMS/LLR_LAMS_L_F3_1891_0_0-001.jpg,https://artuk.org/discover/artworks/a-calm-on-the-kel-near-dordrecht-the-netherlands-81157,'train',' boat',/scratch/$USER/images/img_177.jpg
,,,,/scratch/$USER/images/img_178.jpg
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTI/LLN/NTI_LLN_461461-001.jpg,https://artuk.org/discover/artworks/a-calm-sea-with-three-small-sailing-boats-101103,'test',' boat',/scratch/$USER/images/img_179.jpg
,,,,/scratch/$USER/images/img_180.jpg
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/CW/MTE/CW_MTE_21-001.jpg,https://artuk.org/discover/artworks/a-calm-sea-with-two-fishing-boats-a-man-of-war-firing-a-salute-beyond-14816,'train',' boat',/scratch/$USER/images/img_181.jpg
,,,,/scratch/$USER/images/img_182.jpg
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/CW/MTE/CW_MTE_22-001.jpg,https://artuk.org/discover/artworks/a-calm-sea-with-two-fishing-boats-and-a-third-beached-14817,'train',' boat',/scratch/$USER/images/img_183.jpg
,,,,/scratch/$USER/images/img_184.jpg
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/BBO/CHQ/BBO_CHQ_193-001.jpg,https://artuk.org/discover/artworks/a-canal-in-a-dutch-town-with-figures-fishing-56106,'train',' boat dog',/scratch/$USER/images/img_185.jpg
,,,,/scratch/$USER/images/img_186.jpg
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GAC/GAC/GAC_GAC_1842-001.jpg,https://artuk.org/discover/artworks/a-carter-and-his-horse-28139,'test',' horse',/scratch/$USER/images/img_187.jpg
,,,,/scratch/$USER/images/img_188.jpg
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/NMM/NMMG/NMM_NMMG_BHC1604-001.jpg,https://artuk.org/discover/artworks/a-catalina-flying-boat-sighting-the-bismarck-20-may-1941-176083,'test',' boat',/scratch/$USER/images/img_189.jpg
,,,,/scratch/$USER/images/img_190.jpg
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/WMR/APH/WMR_APH_N070467-001.jpg,https://artuk.org/discover/artworks/a-cavalier-with-a-grey-horse-144110,'train',' horse',/scratch/$USER/images/img_191.jpg
,,,,/scratch/$USER/images/img_192.jpg
